episode,reward
1,-33.678921045377365
2,-32.47767344622828
3,-31.935387738271373
4,-37.871906343169506
5,-28.198902111408557
6,-43.691098035440085
7,-27.521137937953988
8,-35.998412328778294
9,-38.04310758254289
10,-25.902421348602033
11,-27.421491093436398
12,-33.15167793634525
13,-24.49857624177001
14,-32.887968452799385
15,-37.47863659661676
16,-35.194762683463594
17,-26.866372697115214
18,-17.803652192938777
19,-32.941357436407635
20,-36.46496976915672
21,-31.30167492841607
22,-28.584354995962045
23,-42.807179529792535
24,-19.140280394989382
25,-26.618690879704275
26,-28.666450121480104
27,-30.153239227464077
28,-28.920739242065746
29,-30.88102548126523
30,-39.40956567867533
31,-39.53778907302924
32,-25.14469738340439
33,-32.694345231269324
34,-37.09750671938787
35,-21.086539455444377
36,-19.86438330458885
37,-29.992493238393237
38,-33.99933540127812
39,-29.262800747667892
40,-38.78434541497223
41,-24.800191479288408
42,-29.82885346386187
43,-25.471966698355324
44,-28.732903548407172
45,-46.89754081360958
46,-35.69601685671
47,-29.513484527995125
48,-33.777481659868094
49,-23.99122534009988
50,-6.267184539198176
51,-35.43353789485777
52,-37.83459955363748
53,-25.94703565881329
54,-42.82498331775023
55,-39.1931881144082
56,-32.57903587227717
57,-33.225568439301476
58,-30.604853570556006
59,-12.25849198098879
60,-42.34302047296682
61,-45.618083025945396
62,-32.88042066200598
63,-24.865754088519196
64,-20.949924665983993
65,-29.981067704495498
66,-43.633784678967885
67,-27.12208802885643
68,28.178908387404114
69,-33.86056613403529
70,-32.54769563312057
71,-16.683294859716902
72,-19.860002262625652
73,-32.859688521189426
74,-35.30285938584941
75,-28.049944578708
76,-54.60449866946059
77,-28.59530391359302
78,-24.758700463405642
79,-31.309178868746567
80,-32.12569196992763
81,-30.53239893224677
82,-32.295466639722854
83,-25.726170272085866
84,-36.50085240514451
85,-15.189643932848288
86,-36.2161364205975
87,-36.664074545379165
88,-18.693984179617356
89,-30.89859296952894
90,-25.1736290904424
91,-24.236543755814395
92,-37.27171513115235
93,-24.550161317316054
94,-31.446572611188458
95,-28.677022530202798
96,-27.857628134014227
97,-7.773424965058588
98,-19.95610631385036
99,-29.3987483602159
100,-36.633857592439924
101,-24.711397200371128
102,-17.74917719421783
103,-25.327803086712105
104,-38.06426544091901
105,-20.086070345089613
106,-16.207447132627212
107,-34.32103242204029
108,-12.606043044595186
109,-32.58795490606727
110,-16.593030177258278
111,-14.655803732194954
112,-44.770805640791274
113,-48.375851608119646
114,-39.13608705654221
115,-8.479511834319098
116,-29.393642591858473
117,-19.902075457532295
118,-24.715252330258394
119,-20.923288648996156
120,-35.73634186568656
121,-46.54213900464265
122,-65.61669788359929
123,-34.14686002591921
124,-28.147272695597422
125,-24.254596804137346
126,-2.138326585333381
127,-25.15333101939066
128,-5.53651053012851
129,-31.803093566302632
130,-12.117339645792804
131,-23.259744420651856
132,-26.955452767277574
133,-53.54694261816546
134,-16.00124894278881
135,-25.898559470932867
136,-7.982751884461674
137,-13.725135855422767
138,-6.5250421254141315
139,-18.33015509497647
140,-36.18577500077296
141,-26.48921098336627
142,-20.120682906933105
143,-34.86372260105786
144,-11.60328679699403
145,-30.825748967017482
146,-22.945749479937003
147,-30.64861060351044
148,-21.23421747176946
149,-19.36003851145812
150,2.612363902784473
151,-33.91421821436115
152,-24.064786052258846
153,-23.017119539131148
154,-14.384645011413877
155,-2.748699447805258
156,-29.346362768421585
157,-26.341349842307643
158,-25.842044448365716
159,-31.611393988509093
160,-22.634530702411343
161,-20.54908017481958
162,-32.00327635991755
163,-35.711763415041474
164,-17.32526688913611
165,-20.61896531845164
166,-3.916935532420446
167,-13.689401163774921
168,-14.75645382149029
169,-28.279196784574467
170,-33.319970447625174
171,-20.587231444480043
172,-28.730747376338265
173,-14.343829708644094
174,18.056007344813132
175,-36.467445929626024
176,-17.082601678625387
177,-13.43089548740987
178,3.15981776786505
179,-11.973918340841383
180,-17.17750121183261
181,-14.277547292687807
182,-21.413764547982225
183,18.097350715142284
184,-0.9839454450198488
185,-12.38247432321338
186,-8.09949827778268
187,-0.5088272338767297
188,-43.23040785479671
189,-21.357611248434985
190,-8.025715318436454
191,1.021783525674003
192,-41.378565448464784
193,-26.63027591141872
194,-28.801303539804874
195,-14.341089792194364
196,-37.213975215943414
197,0.6718455102334744
198,-23.932052468010433
199,-23.780598607420618
200,-19.61472130336647
201,-26.781698250487832
202,-23.40413540272534
203,-28.021856040900502
204,-8.338845616115211
205,-1.3159589336293962
206,-32.03447326383442
207,-43.557489314368226
208,-18.993644086117158
209,-19.200071034195958
210,-28.372584313647998
211,-17.277887493329114
212,-0.22260985908585695
213,-19.932893957427634
214,-16.59351940041997
215,-17.12357585321212
216,-31.903063443945882
217,-20.045794110547636
218,-27.545005834379488
219,-25.115124685268025
220,-30.418626308787687
221,-13.456672521818067
222,-29.140706660600507
223,-24.804495539450862
224,-15.77953352890643
225,-27.969515324048707
226,-29.51960363967995
227,-20.203197062233418
228,-20.028709689869164
229,-24.57909376602244
230,-28.365101562400405
231,-23.229999451889533
232,-21.129074867221377
233,-25.246599917609664
234,-19.084487919878523
235,-28.100614744068142
236,5.424402170610932
237,6.407357018782811
238,-0.24854177972989788
239,-23.563520307390288
240,-19.992367824831874
241,-22.031625360961655
242,1.5397777479006507
243,20.659380669661616
244,-16.06860749903327
245,-12.175929888917828
246,-25.052882741168467
247,-19.726790389650148
248,1.48006869904507
249,12.495046993367758
250,-12.699179995087004
251,-25.537794449617984
252,8.634957611376898
253,-2.031808910474467
254,-31.390668387608756
255,13.841163320060161
256,-7.365328076868337
257,-11.041103223874696
258,-10.723604970806669
259,-23.823725874176038
260,-13.53910630652976
261,9.494651779739613
262,-15.623715583172533
263,-9.181066089060433
264,-3.7535029637749773
265,-9.59870793957193
266,-21.63877127772725
267,-34.802272335085206
268,-19.69715749789437
269,-11.667269063583028
270,-7.196908695590828
271,-19.1843606623553
272,-23.986493019250624
273,-23.753680443914575
274,-21.8515115145424
275,-15.453534589094005
276,-28.5875889765302
277,-16.62447251602352
278,0.6008743867787558
279,-37.67287418135827
280,-16.443195180314543
281,-18.749378537138075
282,-12.646191434275504
283,-61.400006263964144
284,-29.958362810176148
285,-21.14864671541357
286,-28.577217751822047
287,-33.25962874503157
288,-25.375564628898932
289,-12.115355955702931
290,-4.018215610906687
291,-21.361753543948442
292,-1.9820080189364688
293,-11.929052919671431
294,-23.26079307578056
295,-23.26145879423844
296,-21.803157873365716
297,-85.93684738909332
298,-17.38083053575909
299,-58.08166362407276
300,-14.567714083153248
301,0.361919408144054
302,-22.790635006122542
303,-16.66077678866025
304,-15.09343955006764
305,-12.023503620912976
306,-2.9391209179266298
307,-0.6429722777033646
308,-29.737336232136443
309,-15.911059209392313
310,-24.170069837060336
311,-18.86245097115274
312,14.113799113358482
313,-28.042088858352855
314,-17.692430259655694
315,-22.655309704841464
316,-31.897345551209582
317,8.605380364387784
318,-47.61288658068554
319,31.7441419975639
320,-20.15188908403219
321,-7.067934359635267
322,-9.505845343809398
323,20.25329927776967
324,-10.142446709587144
325,-30.53309240911114
326,-26.56637510461058
327,-32.89014390420249
328,40.10327390183833
329,10.023383716073042
330,-26.177970734452646
331,-29.520248397538605
332,-16.97897623068709
333,4.894266054773098
334,-37.3202139764113
335,-13.13865527257472
336,-51.94199177134812
337,-16.295448887971272
338,-6.2834916600156845
339,9.737136743778343
340,-28.284953696435736
341,284.91363011446657
342,198.35077865923972
343,41.22153602277941
344,318.4560028856784
345,-21.06065204291499
346,-26.39579006882692
347,-36.74323887067417
348,17.005222299362636
349,14.767769578791558
350,-52.85430789935097
351,-24.390342824614475
352,-3.1355884371081757
353,15.209801111237816
354,0.02420152405959186
355,-33.61568095568765
356,-6.086495034204177
357,-24.62795404252187
358,-4.036936758385565
359,19.956586191461092
360,-28.499120472687938
361,195.64624536373668
362,-0.7445999054850887
363,40.46546389269103
364,2.306886392109824
365,-15.47168570059727
366,11.467541539443054
367,-11.1186339127186
368,-43.55179023386177
369,-39.73428264213249
370,-25.16026946842146
371,-8.379309090564703
372,12.678503434796134
373,16.31199518916209
374,-6.692244485533848
375,-18.4775360286074
376,1.3949922125351009
377,-6.642060226867088
378,-6.135754377813498
379,-36.76108002617305
380,1.8206074107046533
381,-23.82551335872004
382,10.894151632384165
383,-47.30556597305224
384,198.40958177558932
385,-9.09211671507309
386,-46.01921362813841
387,-5.038232380003507
388,-33.78215082681454
389,-13.89965372478208
390,-12.127067165182282
391,-24.56087400104072
392,-49.14975105883565
393,-15.33087245941087
394,33.38460714046344
395,-15.365498743264752
396,-11.63409055741731
397,32.911622900373914
398,8.292730713917344
399,-8.703626434759528
400,-28.274917620164842
401,-22.795023065199103
402,-35.85186607260185
403,-22.470681342331805
404,-24.493295651717936
405,-23.066021408488414
406,-64.8812060597704
407,-5.23293223851126
408,-10.511231311950432
409,-20.759346889742563
410,9.576819603750394
411,3.088346026410399
412,24.238358383205856
413,-21.69123495505374
414,-23.098596232248145
415,36.33998837573464
416,-18.53391435657328
417,-25.82235429336394
418,32.20456947397843
419,-24.594201112423306
420,-13.115236168513608
421,191.94981419093614
422,-22.87648647051357
423,-20.889235037230414
424,-24.89283265984745
425,-16.1149366931941
426,-44.87575397566111
427,-24.26138826756269
428,222.67210311735388
429,-32.514291525738685
430,-17.404225549858534
431,-55.453575531109536
432,44.336312510161214
433,-34.88161946473727
434,-10.459350308796001
435,40.47429745572688
436,4.802345423611818
437,-39.27160945440456
438,-16.825566428823436
439,-24.742452441942895
440,-12.457230138438543
441,-18.603949409403437
442,-12.64901875091346
443,-41.83631263758806
444,-39.01732251158516
445,-17.01208035836707
446,-23.765332735612425
447,-29.875593832138346
448,12.922615738802634
449,-21.314461227850277
450,-21.822278283234812
451,-0.6369049602852641
452,-10.8487299400512
453,-29.45559841119927
454,-16.693695403903845
455,28.74499323906437
456,-30.74924712346472
457,-35.116714869110666
458,-18.383645395474556
459,-33.24917390006468
460,-12.359247814763169
461,-76.58580350805335
462,-17.82503855290033
463,-13.585190752290195
464,-14.03140551369443
465,-21.15349769068504
466,-85.09142763771314
467,-10.877207225642216
468,-4.604699174720132
469,-34.05217744503488
470,-49.94628471615562
471,-29.531526814329084
472,-2.527158388156934
473,-14.578735959647627
474,-19.566135126098096
475,78.5333547160514
476,-2.0093567033248334
477,-0.16139980983582802
478,-19.198099820416616
479,-32.455016217469336
480,19.186290059440807
481,-30.59422643794482
482,-6.300749822921958
483,-34.883808902055534
484,55.01510840792024
485,39.563267759491424
486,-13.30426057279007
487,-44.79914645314873
488,-39.61701364741463
489,-12.098637255871008
490,-14.068624495409459
491,-5.851938673333379
492,-35.302926175957076
493,-13.395839234608577
494,30.81979730850759
495,-30.68905168404688
496,42.597842624511124
497,-21.010492909171028
498,-21.617999607154907
499,5.236462551671188
500,-27.915528165025677
501,-6.003679213029855
502,-46.07172457859195
503,-27.613617596502554
504,15.319181614251711
505,-23.855431459932973
506,-9.0717670762957
507,-15.618079549774457
508,-3.0387969466220355
509,-22.585198911860275
510,-29.997194753649616
511,-27.427467983817458
512,29.07741142166094
513,-40.16710699644369
514,-5.528265085980067
515,-27.253891245447186
516,-23.487387605663837
517,-16.427912485701587
518,12.316990324006234
519,-3.5415696159502374
520,287.2359299981539
521,-35.692686648532096
522,-22.926989589330734
523,-6.653990601543359
524,10.399746387512003
525,109.11471081953529
526,-45.56883989962939
527,-14.577720031815481
528,311.4512975831308
529,-21.122950358325998
530,279.67068574644344
531,-47.893414299019916
532,-48.36581682901963
533,-29.18873432466185
534,1.1842418259113217
535,1.4388818593368242
536,-12.611129374459207
537,269.22685205896676
538,137.6593918485164
539,-37.64209947635016
540,-67.3284623336491
541,-32.89299226624443
542,205.50728916157607
543,-26.509329771237525
544,-27.084851323749202
545,48.8435008724575
546,-190.60843183270202
547,-32.942040650155484
548,-20.894591019247894
549,99.41428840652736
550,-20.659805219514652
551,240.5162547795504
552,210.69810099438155
553,213.24232291055333
554,196.42862570276876
555,-30.079182570653117
556,252.16373551557368
557,184.33443879761182
558,-21.98992679898202
559,281.6642230690315
560,-15.084307953620826
561,-37.15503946357873
562,358.45569817826475
563,145.04006434577548
564,22.715217462792147
565,186.13466687404843
566,-62.91375637324089
567,-52.56955762757427
568,148.04241786165286
569,-34.89546763182478
570,213.0746491129886
571,110.0850711417987
572,-24.93519214242096
573,-27.74110213377825
574,212.41648360812047
575,289.21737832049314
576,245.43372607508815
577,2.0824399925490837
578,-55.224571184051854
579,228.69188015178537
580,-16.426192934145696
581,253.26637815979976
582,-50.588287643402
583,243.72575632201384
584,180.80290385969917
585,164.01254668907742
586,-21.358757378927017
587,142.62789362317102
588,-25.87566393265272
589,-15.318004764603977
590,4.38792878249599
591,323.96435048237936
592,-41.302141366878274
593,131.7803471360605
594,-82.7788468752369
595,-81.66714211082126
596,292.5439036074918
597,-29.919074435269035
598,-80.90719551755504
599,210.11031316706834
600,-28.93708707891112
601,22.507448390074273
602,61.63004540899345
603,-54.746933086725605
604,191.54712548007265
605,-30.869437351514115
606,-16.999469238198333
607,-24.462854310279937
608,8.083587524474986
609,-1.3588714887952094
610,210.88933055183077
611,205.37459903270528
612,-36.13845425447509
613,292.95392280028955
614,250.7690354874092
615,341.9971576389493
616,-33.98479700055928
617,288.38165095372153
618,326.03147219368986
619,234.99489749218964
620,149.93080466900494
621,89.21937875532362
622,259.423212219299
623,196.22269525497495
624,225.913132878483
625,263.3597694284553
626,198.37622497990995
627,202.87256261415538
628,298.8105777585136
629,-0.9991164013204497
630,4.117651449058943
631,208.93530405125273
632,84.69191681772227
633,274.36837642519754
634,184.91631748260355
635,68.31823035442771
636,262.73766912499593
637,206.43710408943454
638,-58.6201566375028
639,299.6230601786874
640,224.72452130768582
641,110.41992093752219
642,172.99695449347297
643,242.63850232660604
644,-55.30835515543206
645,-28.29599973881802
646,275.02502093327195
647,305.7354330926185
648,250.61590025297306
649,-10.395346221091181
650,24.48891953244769
651,8.554074978167286
652,-58.72286878228783
653,264.74374349481565
654,302.8806251878449
655,20.702961656810956
656,9.8425567274031
657,-12.376700391532363
658,292.5100335752793
659,-15.15369620290366
660,-22.96984067587136
661,16.158013815539633
662,-2.852804311389683
663,188.5573561206559
664,-9.317958142024743
665,-46.31429881932674
666,196.36006592087023
667,-8.978509269741203
668,258.84837714268656
669,-20.04998942316881
670,-35.96199744001203
671,221.0341807200688
672,-37.864175228804655
673,252.26781541448403
674,178.24901270134743
675,-94.83902351752444
676,185.5949872596275
677,252.73482225600566
678,168.188195159369
679,203.67844428958222
680,244.63915426698776
681,255.75324123017694
682,126.4786546171161
683,152.05355813506213
684,302.8556227933256
685,-3.790415149240893
686,-32.64511558250811
687,52.22740719322543
688,294.745690218198
689,-18.0531436008178
690,184.9510326460075
691,319.3253021732652
692,-37.35794035911334
693,24.233904333091914
694,339.78312398663235
695,133.360530394113
696,220.8385062218782
697,-89.63899046493476
698,-40.66710500672817
699,73.64952019951158
700,215.84099963783783
